user_id	f	p	n
-Vu62IUuUqLzsk_S58ONCA	3	0	1
-pTlFD1pbeZcyBHqjFEwKw	2	5	2
-XI3_QVi6H2mijfoNUpnqA	10	2	0
06FXkB7e2lhG1YGfcCpNew	33	7	2
-Hv0mbeVlO2nB-6cYcfFMg	3	7	2
-rFRrkuGvuAOLVzKpiyczw	3	1	0
-vRFUY8ixuNniCCNVvmkRQ	34	14	3
-tGwkqPAxADryZ6cgbL0nA	3	7	3
-vEOfeusSRTv9w0PfHiZ7g	3	2	1
0BT613A1PBxuwxUzjEb6VQ	5	12	3
-xDB7Bll7TASxTZFSv538w	1	1	4
-WDIKh0cXhKCiUPJ9Tudjg	17	7	1
-JFMcLPQxi9D-ltajgwrKA	33	35	10
-xMLzvgRnI_l6t6cGeMejg	4	1	0
-KTqsRt-KamNPaFvDNwN-Q	7	4	0
0beZngJ03EmIQfVcnlVK4w	20	20	6
-ltLdYUq5vH410i3H-W1AA	1	1	0
08cbSEei1-eMwP2HFibS8A	2	2	11
-z7RiUTedZNDA7rVNqqw4A	4	1	2
-nwhlUT3N7-yhvvpSTLQXg	7	3	1
0aJpPpc2_T_3WwMTkdzeDA	3	1	1
0clhhTKZhUSUyf-Ivkcl_Q	22	0	1
0DEAL4dZUJMjrvCvHAhJvA	3	0	1
-_GtJEB9B4Ckm7Cd8RIq1A	5	0	1
0fGD3QhwXbg7fw1To4Mbmg	1	3	1
02QCjXAUalkIYmCozz9Nfw	5	2	1
0biMLw2xDuS5vapftFr_cA	5	5	0
0Gw3cFUg-vRWe_gtN3wG3Q	3	1	2
-pDdkPwZK5l47O7yu5qNxA	21	0	2
0IEf7wTR14SlvMVcRWMs_A	3	1	0
-YLjmeAqLY7ba5kptuOGRQ	3	9	5
0csAyu4VGRViDLRL3I3AXg	5	5	2
063kXEdKBl3F48oYKsYnhA	3	5	2
-ZQS9bYkUC5rbEN3PYLTMA	2	1	1
-r2u8wvUPOhaod8UTfOb9A	7	4	1
-stpiVOaJNUPTwEbxdFz8Q	36	1	0
07xo3YvRL83hQS50xlzaYw	17	1	2
-V8XnvwukxoxkJlunBwrYw	3	0	1
0kLQaOtUCZP_soJVAYJReA	5	1	1
-w2o3OLANHhZtzWIFXTxsw	2	3	1
0LMe2ehrd8gty7YtMNsMIw	6	1	0
-YjUsHxBeVMwGHKiQ8OZCA	7	24	14
0n8MyGkPx66Qwu0yrN4JEg	17	2	0
-XKMx438grQcHzNg9NjS_w	7	2	1
0A171bje-giVqW6tqu7R4A	7	2	5
-ZouOtTq7dSOe1t-yW1WKA	0	2	0
0B1rmepvCqVWex4zDYOGsw	3	4	1
00IVoTJHcLi9EgDQsFJAiQ	10	4	1
-Z6yPXGP0WMDgRTEA9na5Q	1	5	2
0cj_8aqTEbAEYCj4rm2vng	3	0	3
0cYm4CW2l--szcovxF4BOw	5	13	9
0D7EWoxcm-mCKwIx3EgjIA	12	1	1
0eEvzUi2O9fmyHkTidhiHw	2	2	2
0FEUS8-M53pxP7mnVw1Vrw	1	0	2
03uz_Y8V-2_-_9Y6TK1cSg	13	3	3
0g8H0jBLrYuooQoE-OaJsQ	9	3	2
0obYN--CF5i-73VPzkFmnw	3	7	4
-_3p-2J3onbOHKMltqTCdQ	5	11	1
0PPAo7l3Z2ev54O-kiQj-A	4	1	1
0hlTOK16HtjWkiKjOCLXhw	3	2	0
0k-eLKz5iDQwEIATiC9TTQ	2	0	2
0lJjLyGl06M2xwB8FL6XfA	3	0	1
06Omtc9jlJ0OI78k5z1-YA	6	16	2
02LanstxBzqF_foJ8kFTBA	4	7	4
08uQiHjASwzu4Js7FT18_Q	3	4	2
00PjBksrk0DYsG1LiJBnHQ	9	10	5
05Y7z5_7j_8S2KrCGRoNig	4	3	0
07sj5FO4b3gsIovdfe2Srg	4	1	0
09qHJhoO0Q-VbrqOwTrozw	2	2	1
0aVUfyHDbVr_FWB3oPgrkA	8	0	1
0C2zYvyxWS9sP9KHgEsVjQ	2	1	0
0AnURU5npOJtN70xmH45Eg	3	2	1
0D0ypakiUxrN5c7gCUy_Xg	12	7	4
0bO77jpzWglCW3JFFy9ijw	5	1	1
0eLpajw4F1ZyF1iKSvDqUg	18	2	1
0hDzMtqoVgJGRYhu6OL1rg	4	6	1
0JP6TAVKqF98IWpOMG-3dQ	2	1	0
0LGxsiFCeXab6f0YTzWQXA	3	1	1
0cUeP41LWMpjI6b6Z6X4yQ	16	18	3
0RrgEy-Yk1kWvAXEbOG5Nw	4	19	3
0g6TyhGJXvLQNr7d7LsDnw	37	17	10
0dU-DqDaZdPLmnJZxBMyZw	2	1	0
0tKDuWYUnDj3eY6CoAXmsQ	2	0	1
0HcjSL8tNdui-ce9FHrq4w	7	2	1
0ftzkima9pN6ifSmj1eRNg	3	0	1
0JLCj09Ih8UDsGiJFBw-dA	3	1	1
0LaytSajG9TF0CUxZIibUA	4	0	1
0dgQa81w5it1PMpGpC_L0A	81	36	15
0MvYHqnThbMa3gYjF_4pag	1	2	1
0frBN-DPC2zlHLUWeG6-0A	3	2	2
0H3XjQKRSCz9ihshY2XX2Q	4	1	3
0Nhieu1aPqT4Brv1P7-9tQ	1	8	2
0P1BzCNBfR6FOBaKtRR6TA	6	2	0
0QMnMFL2OT0eGjwggvV7fg	3	0	1
0IkiPeuAQT2z3oeHgiuAyQ	4	4	5
0s_iacn1uJU6TvVMfcRnVA	10	2	1
0kSqPJmJch4-c5Si5pRq_A	10	3	0
0uhL2yyl9Voxh5RVGNDrLg	70	5	0
0N0ngSQ8Njxfuvdxm1RpFA	27	26	4
0uUhmBqbS-36zqXaQXAt9Q	2	11	0
0vsefQ-bBhSGt8fkWUWiuw	4	1	1
0xZlvmdTrPjAHayQ25q8wg	4	1	1
0LOQYfwdFetaQ-gc6h9NLA	5	9	2
0N8swQwxtTGXHpJXjwvGQQ	11	3	0
0zcc8klD5N3kUvHnpA5ZlA	14	1	1
0mWN-SJLbDE2LN-3QzOpeg	135	40	11
0oDBhsVBucVRqM8DFbP3qA	3	2	0
0pqG_lwt14RPYKsXrW2ikQ	1	1	1
0rRTTYnjOtMDD32RvlxPow	3	2	1
0trqL723H0VZUvTPH57eFw	6	2	0
0NXCbV8qH2sSWALGao1YVg	3	1	2
0PG7aG4ImcOCYQLP_SdzKw	95	4	1
0QsXTP1KYYSZ2QIpxZVBFQ	4	6	2
0T9-ez9vKEmUEDwi2jPTAQ	2	1	0
0VptqMr6enVCnqRjVYs4NQ	59	16	3
04xW5mhSBaCzpjbcf2VSZg	25	24	30
0_nI0EtDmHdiBFIRL9RIlA	4	19	10
0UldKhuW2MGMK0euwa-_EQ	2	1	0
12PCP_4n4ayhXKhvy4VSjA	9	0	2
071SxYB7Z6l88KZxhpz8Rw	3	1	1
0VqLKmLbZkscmCBU6bVR7Q	3	0	1
08W2WYMtjwrf8rGmJlQPrw	14	0	1
0xN3Na__7JjT7XanFC1Y9A	2	1	2
0xp0g6cA6zLvIVdw0m362w	0	2	3
0yqDXWZo1_MEw75flQ33fw	3	2	0
0ZrrBV3ewGBzyekeqSDolQ	2	0	2
10QDAHilxjPPpcqnOORhGQ	4	1	1
0YWhCfeyQJ9Bu_raGVnJLg	2	3	0
0Zv9HyEs4IMyMW2AspJDYg	6	1	1
0V4nNYIDKjhnxdxpt6QV9A	3	17	8
11k-RwKB-xVOgap28As__w	35	2	2
0H9ne5frm1GjO6TjUwbxlw	11	28	7
0aouU2Yfzvdie87pI12-Uw	6	9	3
0JAkseMukFlYoUGBlYWx7w	4	0	1
0WCRjJ9nYi-OIRh1X7JFsA	3	3	0
188v8fiXebMrsPAB4PJ_PQ	3	10	3
16ore4BzhF3XCa9OpDFE5g	27	5	0
0kyiIxqcH24nyCao9nzSKQ	7	6	1
0MbTSK3FSiNZVr7PhJFmvw	2	0	1
19tzKl1TdZDbkgc3JcvNcw	2	2	0
0ncBc638-qaZkgGbCyzeXA	4	1	1
0YAfgx6nqopRnmb-BffkVw	4	8	0
0ZdXtzRy5n6H8O2g--9O-A	3	1	0
16GhsZiS_ybqfHO-7Av07g	3	5	3
0oHzVeK6Sy_1dPW_7Dgevg	3	11	3
19FkHmJef18CJedDPgJ_yw	5	10	6
1BsS1rfWnjMWtmIHTMR-Hg	5	2	1
0q87nf1yJFv0GML2J64Ttg	3	9	2
0sMfev-5zhOLZhwU9sTsOA	3	1	1
1CGI66n0zKnK_mpMkdYkQQ	26	24	4
0tXLSW49AbQX-xsWmWe48Q	9	3	2
1E13KtzbFzo2mXB0hZm1EQ	2	7	2
1Eevry0X_8yb6yzsQilptg	5	3	0
1ffVE7olj_qeQwotMuezQg	1	1	0
19BunjXk7zhd811rF42U7w	3	15	5
1bgl4xVmMB7G7g55E0FjQA	27	3	1
1Gyw3Y6Xs9PZFrA9OjtsfA	6	7	2
1E02jPOHrtbf8yGrPw_oXA	5	1	3
1fEMSWGHWCy_3TwGN3GG6g	4	0	1
0VfJi9Au0rVFVnPKcJpt3Q	34	16	11
1IEZdTTWrhjxtNsVrxhLTg	20	1	1
0WtprELqWcrSpbwcHRRqeg	7	2	2
0ylWJOKRsZFsxEFJjn_3bw	11	1	1
1kcKgiYwJCmRWD4XWK16RQ	4	8	1
1MiDC4ncFPpGt_tVIeYRHg	0	2	0
1ObcnysZeU66rlM47PfRpg	2	2	0
1q7w4vkNOj0JvJzY2uQxTA	3	1	0
1-A_PLT-60EZ9MsfbkV9sw	2	4	20
0ZGYASSaLL_19uUyj_f8uw	6	3	1
1r0u_D78v8Ao8J7Mb0AeSw	9	3	2
1gCUuM9Cowu71O2dz72RzQ	29	12	4
1SiRQ_O9GKjilqy0YUNDdg	4	2	1
15cUUq1KnmjYOPoEbbydqA	4	11	1
18IgBfLjCwxNNi6hl_hMZQ	5	1	0
19Z9qoIpqhcybbevH5Pddw	1	1	0
1clW91BqRR5OrljpRfQtvg	2	2	0
1gY1N3pkxTzh7kK4BxANyw	71	14	1
0BS9icQtyNnNbL8gaRlZOg	38	17	20
1HGPIlOKLdQhgetMTrnluQ	4	8	0
1iZWCiZm4x4MXOTtNAsG0g	1	3	0
1KKyfCkudRbZbm2Y6V9lpQ	4	3	0
1MywGdJ5wFWsN9M4XexAtw	4	1	0
1OhBSOXjA_LZVTZRpcEp2Q	1	0	1
1eJMnv31Ii0ECSA_ldChLQ	7	5	1
1ggf9iT4TNT09e15Zoj73g	6	1	0
1hjQ8ZNCzsLUP5crQKq_Tg	6	0	1
1j3soux-9QkyQmFaajAsLQ	1	0	1
100Df1wcVrl9rJgB7EG6xw	14	39	6
0o0VMEJeQY0pAAZ9nxErBA	159	80	32
1KQaefZNzcphPA-K28gHoQ	9	1	1
15EJdMhR8o6X9ytcCjJ89Q	6	1	0
0PGDayleMFEr_AjeqV16bQ	4	3	2
1IEji01eh66KgRF5m3vorg	13	4	2
0qyfOqyAusoCqgK00dS2Iw	2	1	1
0tiRNzGO_Ov0K1IAMcTvCw	8	0	2
0UPvwx7jXi2NIQ7lMmqe5Q	1	0	1
18vTyU-FpeXiaOsUj_bRvA	2	3	0
1AtAB8kiBwEi7ZqAf7Qiqw	3	0	1
1qEWNA1otqI-0vW9BJ41_Q	31	13	0
1uhipArheEVbwWyoAbKAGg	6	50	17
0vscrHoajVRa1Yk19XWdwA	5	15	3
1KA57FObl0IkOcePIURCPw	12	15	6
0XqiKDV9W_VpTEkERWsTog	4	5	2
1MyXsAhZK35A6EAr4reLCA	3	15	8
1RJORk4w9jxxWBKzOvOptw	4	8	8
0CY9WLYFbVJfOMV2-B88oA	128	36	8
1T144LSs2AAp34fWf9VOkg	10	2	0
1oR3-73q1Ywg9SqdI_uSFA	4	2	2
1UsB-f1sMSABeGIm98CwKg	3	0	1
1voXfnjPFdg8402HIB_aDw	3	1	0
1WjwyejpbS0a7oSnAWh-LA	2	4	0
1diI7PX0AxbbtiUB7nPbuQ	24	54	6
1qlARAsK6FlEtQ8afRaeew	1	3	0
1y3VHOwaqiLviE6QN7GAbw	8	1	0
1VNkm_tLgWX4nwmNO_qdVQ	3	23	12
1eQoYpHw2jN32TmSOrxJCw	4	3	2
0zC-ws9bQNv5zjTSXYu-NA	43	9	3
1wIOMbdAJ3YuQZavzp3H6w	4	0	1
1gspFi59uDO00PSM5LMlhQ	4	3	2
1HyMfOUjOmXb9AAU1nfG8w	4	1	1
0Eck5WWuXkzee6uvqMy6zg	3	7	2
0_BTEzvjJuSZuwHIYd07zw	1	0	3
1xsbbQlYVzZrLMTc0gyGvA	4	1	0
1jbYj4K59QRf0UhQyqGKRQ	4	1	1
0fWyq8bc9TYp7WAgYh2CeA	2	6	2
1ROTK8XOMciTdUca-1-xLw	5	9	1
0HC01w0Y_ktt7j0gefcDQw	5	2	1
0jK9vV2urVccNyiaPzPirA	2	1	2
1t4hxOeOyRXUgCiu7JvxFg	6	4	0
1ySRmdGv9zMvXy45GSDWeA	25	16	3
0L3E8iKYqJPkikQS62IUdg	4	3	2
2-ov4fyzi1iGV4Wg59FOwQ	8	1	1
1ZBEYNkb43eK4KaJFI_i-g	3	6	7
11WMiRoB2sQxo61aJdSg6Q	3	25	8
17YphQArW9eB7aTFQ9F7Jg	7	1	0
24agRXDQSol-wlhpGI930Q	10	2	1
19fVVsW0L0xbKp5tJqXm0w	3	2	1
1mal-cvLhyX8iGEt56_5Dw	5	15	14
20Uj_kKduR14bGRnc9q4jw	3	4	3
1oaIZhg6Ht5pYGciST_2wA	8	2	2
256zKOznu7GZp5Q2nbPOhw	7	1	0
0mVScF9nfPVIkS2OlbvpNw	8	3	1
1cf957p2zts1GfdTkr1yww	2	9	1
1eCkN2jhDVWyg51GV85VVA	11	1	1
1PRloUfMqQKpyjLm7EbqcA	10	0	5
1Fx-Zv87XrMIFimUHcLTWg	8	2	0
1lNo1hVxPsTLHWfQoiORSQ	6	16	3
1R-XppdHQ0TtGq6E8oQVZA	23	2	1
1n9ys4yC8UT1SvZufXY6mQ	1	0	1
1sEyf7rjnDXdD8-dfSfvnw	3	1	1
1h5G_Uf1UMeyJ8Nt49Fa7w	4	1	4
1p5zUYcqzfsGAoQZop05tw	4	1	1
1uD8Yl8RM4-3UP2OTksenQ	4	0	1
1iXmb2cqfqGVHPXhjcBbSw	4	0	1
27mLBPOq6ovej9LrHhs7Ng	11	4	1
1usJIBBfZRJ39bocPG7HWQ	11	5	3
1v8efn-Xez-sOnWT4uN0KA	4	0	2
1wIeo3yUIZ7g7OWdzQ0vfA	4	2	1
1QSuyrxkISP5-3sAA1qaXA	5	2	1
1vtY1w-jN-Z6QRAjVm7Geg	5	1	1
1XO7PCoUJBP8aZ5wvwFGhw	3	2	1
1yMUJXEkDtCFWCZcl1uPdA	6	0	1
1_QioJPyWR1NtiutASM4uQ	3	1	0
23-FXvM7P1ZJFawV3ccZ1Q	4	4	0
2677wL-5kUX0cRMO7VzpjA	9	0	1
0nCNOQv4VV2qYcqVno5ZrA	6	14	1
29z1H1Bxyol7WKX4ZcTv-Q	3	3	1
26wW6FNWdmC23Vz-sjy9Dw	30	50	26
0OOkrmIt4shzLyLcEUNwhA	2	1	1
2aA6wJhj4AUcwBmZoov7aw	3	0	1
2cFZ-dMzmYO8QpSH-ZRhBw	9	4	0
2CG5Yx6i0-QrIZXu4Rtj1A	3	1	3
2D_eh0AJLw8AqfQ47S9e8Q	5	1	0
2E1zhNtmQKCoo_EYSGxfAw	3	3	0
2fJXLk_fkVdLAQmHLCMi-Q	15	3	1
0QH_h9h7tWUN90jrJhw1fg	1	8	2
2fLhu1_TQktR3_K4m_bIwg	2	1	0
2hBtBhqDwFh3pIxI1QEBoQ	19	1	1
2Jhtw9G8XUf1Y7GSfhlWxA	5	0	1
2hAFUegcWSptagSJUxUqaQ	21	6	0
2KUAuieYaNyXwrwKibsylA	3	1	0
0ST1KniOKB9Evq-IuUyMIA	2	6	0
0tyL7GwzBXtXfhvpdR3wYw	2	0	1
0VmnTqEye3T6UFgV1ndQdw	6	3	0
2JHsodwAww0VNtEi7UpJ3Q	2	9	1
0xFkay6BxhjiPgyivcSp7w	4	1	1
2KSD42GxE7mOUtDyO3iQ-A	3	4	1
0yOXXnpL5MIdbaJhWSBalA	4	2	0
2LeKBlBBymkbcegZH5YYlQ	7	0	1
2nnuQeTyG7yR-GXVnhH1-Q	2	4	0
2p6lF22QELbcvCDAcVQGGA	0	0	1
2li317oUeXfPNjyPAvm6wg	3	23	5
2NvBiUZnV_q3SDM-WSXzmA	1	0	1
2P90J4grSSd-Q35lnRjb6w	6	7	0
0ZJueoz93528tTtFHMO7lw	5	17	6
2qqpkbhwezcDLdr_VQ-_5g	11	1	0
10nYcaEv8zxiPumJECLsDg	1	0	1
16Cst7YxYNK-ETf55Oz9Dg	5	1	0
2s8IB1FGuu4oyO8p2XLTOw	7	2	3
18yFjvmI2W-8jT8KIBUcIw	18	0	1
1Bepmx_MsMuN3ky-XfnEaQ	3	1	1
1wMGLaMIH7CcmJ2htS1rmw	9	26	14
1YDSbx7ctcEvC3ftrLhM5A	3	1	1
1dnanX_SOjJtT1YqitajcA	95	4	3
1zjHzBeR4hPiC4MdoE2-9g	4	0	1
21grywy6_l5X1iez7F2ISA	6	1	0
2sZAgF5UUGpvTV1iO-WfYA	75	28	4
1kED3-g-gqnc4JgHe89Xqw	69	26	10
25j8Nr0qQVlLhv2BywxL7g	18	3	3
2qnz2y_Z1nDo2HqqfxJxSA	16	9	8
2UJaicWJB9AHTEpq_YDP4Q	3	3	0
27_wBnVoXYmog8sUkoBFYw	3	1	0
1mki6tSQDUtorUieI-MYrQ	6	2	1
1EThs7Vakny7bGBRQk6x2w	2	16	3
1S7XdhbZWR17Wy4TBsIzaw	17	33	6
1Ofs7rMHcd6UrbyF-QWk2w	7	2	1
1TtrLheq9qXwh37ckTnRCg	5	1	0
1Q9pM0Hsls1rMuOvTuEGhw	4	1	1
1RHPqVPFbM1bUXd0wgp1_Q	3	0	2
2vqlvaZw1G_iaDyP6VnGoQ	8	18	3
2AQv9htbNATEwq7i-YxX-g	14	10	3
1GvUWp_3_eWs45anXorI-Q	1	1	1
1I8QE53JPIvS9Vlu2RQsyw	9	0	1
1JRx04BCmIJ0rIdKR5_J8Q	10	0	1
1LruuM-9wmlkpmhFltwOuQ	4	1	0
1sTIJSux2HnxUt_ezDOtTw	5	4	4
1v-zBgBOc5IPm8GlLDNCtg	4	7	1
1UPGSQhRUZbeWmiUJAauMw	2	1	0
2DCPU0W2SyxCtR_Fx7atUA	5	8	8
2ESgr84jNDas_cc7QIWB6A	50	6	1
1vnN8jKJCZtlkMc9HHwJjQ	6	2	2
1VyqxZ4LawfHiRghQryVWw	5	3	1
1xKRcJgp0B__82hhhO-fog	6	2	0
2GgkRUl2ry-8F82-FzNsdQ	2	4	0
1wiyZrlkKVAecv2EOzDA1w	1	3	1
2s7a3c3qpWeavG-b_8QKXQ	17	18	2
1nPufzy8IvDMzpX6T54WAw	2	14	4
1prjit4TbpBBN9y2qlS_8g	3	5	0
2ib_ukmvRqSab24h8Wy__A	21	4	5
2JZQ8HABO9aaPxR_y25Kkw	9	0	1
1qw1NflQJvb0WhKn-_hwDQ	7	5	1
2stJF2KfKlSpjqRnynyMCw	2	3	1
1xvQJ9N8Or8m6Dl74txFNQ	2	10	3
2UgWz4xi2oQtzoK6cPxT7w	2	5	1
1S8keHfS-3M8YkI3n1-p4w	5	6	2
2vmQFGwMUFsNMyqiYKErlQ	4	5	0
2XB-w178huKQxzN9agPAGQ	9	0	1
2L4sTgOqCgh8HB0Aljf2yg	13	16	6
1U1fnEd_XrxVLPXyXWRgyQ	6	5	1
2YTOmFZHSmU43L5PeZsDiw	21	3	0
1v1_6XQukNTC9rX2XZ6u7Q	4	1	0
2MJUbuy74QyXEFG3CIYaLA	9	0	1
